,Name Of The Movie,Year Of Release,IMDB Rating,Metascore,Number Of Votes,IMDB Rating Scaled to 100
3030,Colonia,2015,7.1,33,46450,71.0
3031,Love,2015,6.1,51,45670,61.0
3032,En man som heter Ove,2015,7.7,70,44984,77.0
3033,Scouts Guide to the Zombie Apocalypse,2015,6.3,32,44020,63.0
3034,Far from the Madding Crowd,2015,7.1,71,43795,71.0
3035,Saul fia,2015,7.5,91,43748,75.0
3036,The Ridiculous 6,2015,4.8,18,42863,48.0
3037,Secret in Their Eyes,2015,6.3,45,42016,63.0
3038,Slow West,2015,6.9,72,41773,69.0
3039,The Peanuts Movie,2015,7.1,67,41449,71.0
3040,Maggie,2015,5.6,52,41313,56.0
3041,Dark Places,2015,6.2,39,41260,62.0
3042,The Lazarus Effect,2015,5.2,31,40339,52.0
3043,Sleeping with Other People,2015,6.5,64,39632,65.0
3044,Absolutely Anything,2015,6.0,31,38678,60.0
3045,Last Knights,2015,6.2,27,38528,62.0
3046,The Transporter Refueled,2015,5.2,32,38358,52.0
3047,The Gunman,2015,5.8,39,38239,58.0
3048,The Boy Next Door,2015,4.7,30,37325,47.0
3049,High-Rise,2015,5.6,65,37046,56.0
3050,Going Clear: Scientology & the Prison of Belief,2015,8.0,80,36325,80.0
3051,Hot Tub Time Machine 2,2015,5.1,29,36312,51.0
3052,Regression,2015,5.7,32,36274,57.0
3053,Shaun the Sheep Movie,2015,7.3,81,36257,73.0
3054,The Stanford Prison Experiment,2015,6.9,67,35947,69.0
3055,We Are Your Friends,2015,6.2,46,35180,62.0
3056,The 33,2015,6.9,55,34895,69.0
3057,Mustang,2015,7.6,83,34655,76.0
3058,"McFarland, USA",2015,7.4,60,34620,74.0
3059,Under sandet,2015,7.8,75,33825,78.0
3060,The Final Girls,2015,6.6,59,33449,66.0
3061,Paul Blart: Mall Cop 2,2015,4.4,13,33448,44.0
3062,Bølgen,2015,6.7,68,32178,67.0
3063,Unfinished Business,2015,5.4,32,31451,54.0
3064,The Second Best Exotic Marigold Hotel,2015,6.6,51,30726,66.0
3065,Survivor,2015,5.6,28,30609,56.0
3066,45 Years,2015,7.1,94,30406,71.0
3067,Cop Car,2015,6.3,66,29624,63.0
3068,Danny Collins,2015,7.0,58,29495,70.0
3069,The Diary of a Teenage Girl,2015,6.9,87,28993,69.0
3070,Le tout nouveau testament,2015,7.1,70,28712,71.0
3071,The End of the Tour,2015,7.3,82,28138,73.0
3072,Cobain: Montage of Heck,2015,7.5,83,27542,75.0
3073,Z for Zachariah,2015,6.0,68,27504,60.0
3074,Heist,2015,6.1,37,27169,61.0
3075,Equals,2015,6.1,43,26820,61.0
3076,A Bigger Splash,2015,6.4,74,26445,64.0
3077,Tangerine,2015,7.1,86,26249,71.0
3078,Il racconto dei racconti - Tale of Tales,2015,6.4,72,25874,64.0
3079,Turbo Kid,2015,6.7,60,25762,67.0
3080,The Lady in the Van,2015,6.7,70,25480,67.0
3081,Max,2015,6.7,47,25350,67.0
3082,Mistress America,2015,6.7,75,24850,67.0
3083,Paranormal Activity: The Ghost Dimension,2015,4.6,30,24323,46.0
3084,Knight of Cups,2015,5.7,53,24294,57.0
3085,A Walk in the Woods,2015,6.3,51,24067,63.0
3086,Fathers & Daughters,2015,7.1,31,23470,71.0
3087,Where to Invade Next,2015,7.5,64,23145,75.0
3088,Deadpool,2016,8.0,65,881589,80.0
3089,Captain America: Civil War,2016,7.8,75,643702,78.0
3090,Batman v Superman: Dawn of Justice,2016,6.4,44,611702,64.0
3091,Suicide Squad,2016,6.0,40,585756,60.0
3092,Doctor Strange,2016,7.5,72,578163,75.0
3093,Arrival,2016,7.9,81,575180,79.0
3094,Rogue One,2016,7.8,65,538279,78.0
3095,La La Land,2016,8.0,94,487729,80.0
3096,Zootopia,2016,8.0,78,420873,80.0
3097,Hacksaw Ridge,2016,8.1,71,417886,81.0
3098,Split,2016,7.3,62,407947,73.0
3099,Fantastic Beasts and Where to Find Them,2016,7.3,66,398265,73.0
3100,X-Men: Apocalypse,2016,6.9,52,384662,69.0
3101,Passengers,2016,7.0,41,340250,70.0
3102,10 Cloverfield Lane,2016,7.2,76,283044,72.0
3103,The Nice Guys,2016,7.4,70,269875,74.0
3104,Moonlight,2016,7.4,99,263277,74.0
3105,Moana,2016,7.6,81,260638,76.0
3106,The Jungle Book,2016,7.4,77,254854,74.0
3107,The Accountant,2016,7.3,51,253312,73.0
3108,Now You See Me 2,2016,6.5,46,240605,65.0
3109,Manchester by the Sea,2016,7.8,96,238265,78.0
3110,Warcraft,2016,6.8,32,238017,68.0
3111,Finding Dory,2016,7.3,77,233432,73.0
3112,Sully,2016,7.4,74,229659,74.0
3113,Nocturnal Animals,2016,7.5,67,229172,75.0
3114,Star Trek Beyond,2016,7.1,68,223160,71.0
3115,The Conjuring 2,2016,7.3,65,217863,73.0
3116,Don't Breathe,2016,7.1,71,212524,71.0
3117,Lion,2016,8.0,69,206546,80.0
3118,Jason Bourne,2016,6.6,58,203813,66.0
3119,Ghostbusters,2016,5.2,60,199963,52.0
3120,Me Before You,2016,7.4,51,199870,74.0
3121,Hell or High Water,2016,7.6,88,198103,76.0
3122,Hidden Figures,2016,7.8,74,193166,78.0
3123,Captain Fantastic,2016,7.9,72,181839,79.0
3124,Assassin's Creed,2016,5.7,36,181337,57.0
3125,The Magnificent Seven,2016,6.9,54,181131,69.0
3126,The Secret Life of Pets,2016,6.5,61,179135,65.0
3127,Kimi no na wa.,2016,8.4,79,178025,84.0
3128,War Dogs,2016,7.1,57,172098,71.0
3129,Sausage Party,2016,6.1,66,171873,61.0
3130,The Promise,2016,6.0,49,167325,60.0
3131,The Girl on the Train,2016,6.5,48,164776,65.0
3132,Independence Day: Resurgence,2016,5.2,32,163907,52.0
3133,The Legend of Tarzan,2016,6.2,44,160511,62.0
3134,Central Intelligence,2016,6.3,52,154957,63.0
3135,Inferno,2016,6.2,42,153879,62.0
3136,Miss Peregrine's Home for Peculiar Children,2016,6.7,57,151804,67.0
3137,Train to Busan,2016,7.6,72,150545,76.0
3138,Deepwater Horizon,2016,7.1,68,146880,71.0
3139,London Has Fallen,2016,5.9,28,141412,59.0
3140,Allied,2016,7.1,60,137595,71.0
3141,Jack Reacher: Never Go Back,2016,6.1,47,134148,61.0
3142,Snowden,2016,7.3,58,132001,73.0
3143,Kung Fu Panda 3,2016,7.1,66,129678,71.0
3144,Sing,2016,7.1,59,129470,71.0
3145,The Great Wall,2016,5.9,42,121929,59.0
3146,"Hail, Caesar!",2016,6.3,72,121396,63.0
3147,The Shallows,2016,6.3,59,117351,63.0
3148,The Founder,2016,7.2,66,117138,72.0
3149,Kubo and the Two Strings,2016,7.8,84,115013,78.0
3150,13 Hours,2016,7.3,48,114944,73.0
3151,Nerve,2016,6.5,58,112575,65.0
3152,Lights Out,2016,6.3,58,111654,63.0
3153,Neighbors 2: Sorority Rising,2016,5.7,58,111266,57.0
3154,Bad Moms,2016,6.2,60,110984,62.0
3155,Dirty Grandpa,2016,5.9,21,110629,59.0
3156,Allegiant,2016,5.7,33,105407,57.0
3157,Hunt for the Wilderpeople,2016,7.9,81,104502,79.0
3158,Ah-ga-ssi,2016,8.1,84,104392,81.0
3159,Gods of Egypt,2016,5.4,25,103039,54.0
3160,Swiss Army Man,2016,7.0,64,102903,70.0
3161,The Edge of Seventeen,2016,7.3,77,100517,73.0
3162,Why Him?,2016,6.2,39,98457,62.0
3163,The 5th Wave,2016,5.2,33,97519,52.0
3164,Silence,2016,7.2,79,97153,72.0
3165,Hush,2016,6.6,67,96759,66.0
3166,The Huntsman: Winter's War,2016,6.1,35,95666,61.0
3167,Fences,2016,7.2,79,95254,72.0
3168,The Autopsy of Jane Doe,2016,6.8,65,93281,68.0
3169,Money Monster,2016,6.5,55,92460,65.0
3170,Alice Through the Looking Glass,2016,6.2,34,89505,62.0
3171,Grimsby,2016,6.2,44,89504,62.0
3172,Collateral Beauty,2016,6.8,23,88923,68.0
3173,Patriots Day,2016,7.4,69,87862,74.0
3174,The Purge: Election Year,2016,6.0,55,87691,60.0
3175,Sing Street,2016,7.9,79,82793,79.0
3176,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,6.0,40,82574,60.0
3177,A Cure for Wellness,2016,6.4,47,82220,64.0
3178,Resident Evil: The Final Chapter,2016,5.5,49,81845,55.0
3179,The Neon Demon,2016,6.2,51,81407,62.0
3180,Mike and Dave Need Wedding Dates,2016,6.0,51,80732,60.0
3181,How to Be Single,2016,6.1,51,79524,61.0
3182,A Monster Calls,2016,7.5,76,78596,75.0
3183,Angry Birds,2016,6.3,43,78242,63.0
3184,The Boy,2016,6.0,42,77419,60.0
3185,The Lost City of Z,2016,6.6,78,76012,66.0
3186,The BFG,2016,6.4,66,75492,64.0
3187,Mechanic: Resurrection,2016,5.7,38,74332,57.0
3188,Midnight Special,2016,6.6,76,73260,66.0
3189,Jackie,2016,6.7,81,71477,67.0
3190,Trolls,2016,6.5,55,70181,65.0
3191,Café Society,2016,6.6,64,69015,66.0
3192,Underworld: Blood Wars,2016,5.8,23,68087,58.0
3193,Paterson,2016,7.4,90,66977,74.0
3194,Bridget Jones's Baby,2016,6.5,59,66375,65.0
3195,The Infiltrator,2016,7.0,66,66361,70.0
3196,Office Christmas Party,2016,5.8,42,66268,58.0
3197,Triple 9,2016,6.3,52,64315,63.0
3198,Zoolander 2,2016,4.7,34,63589,47.0
3199,Miss Sloane,2016,7.5,64,61677,75.0
3200,The Finest Hours,2016,6.8,58,60371,68.0
3201,Elle,2016,7.1,89,59613,71.0
3202,Blood Father,2016,6.4,66,58127,64.0
3203,Grave,2016,7.0,81,57873,70.0
3204,Criminal,2016,6.3,36,57699,63.0
3205,Colossal,2016,6.2,70,57297,62.0
3206,Keeping Up with the Joneses,2016,5.9,34,56093,59.0
3207,The Fundamentals of Caring,2016,7.3,55,55782,73.0
3208,Gold,2016,6.7,49,55499,67.0
3209,Ice Age: Collision Course,2016,5.7,34,54884,57.0
3210,Storks,2016,6.8,56,54770,68.0
3211,Popstar: Never Stop Never Stopping,2016,6.7,68,53076,67.0
3212,The Girl with All the Gifts,2016,6.6,67,52928,66.0
3213,Pete's Dragon,2016,6.7,71,52893,67.0
3214,Ride Along 2,2016,5.9,32,52389,59.0
3215,Ouija: Origin of Evil,2016,6.1,65,52243,61.0
3216,"I, Daniel Blake",2016,7.9,78,51540,79.0
3217,Everybody Wants Some!!,2016,6.9,83,50928,69.0
3218,Live by Night,2016,6.4,49,50901,64.0
3219,The Light Between Oceans,2016,7.2,60,50636,72.0
3220,Pride and Prejudice and Zombies,2016,5.8,45,50141,58.0
3221,Free State of Jones,2016,6.9,53,49864,69.0
3222,Florence Foster Jenkins,2016,6.8,71,49559,68.0
3223,Whiskey Tango Foxtrot,2016,6.6,57,48750,66.0
3224,The Salesman,2016,7.8,85,48573,78.0
3225,Gok-seong,2016,7.4,81,46881,74.0
3226,Keanu,2016,6.2,63,44820,62.0
3227,Toni Erdmann,2016,7.4,93,42989,74.0
3228,The Belko Experiment,2016,6.1,44,42490,61.0
3229,Anthropoid,2016,7.2,59,42443,72.0
3230,The Boss,2016,5.4,40,42059,54.0
3231,Imperium,2016,6.5,68,41020,65.0
3232,Ben-Hur,2016,5.7,38,40843,57.0
3233,Koe no katachi,2016,8.2,78,40634,82.0
3234,Free Fire,2016,6.4,63,40610,64.0
3235,Blair Witch,2016,5.0,47,40193,50.0
3236,A Hologram for the King,2016,6.1,58,39475,61.0
3237,The Forest,2016,4.8,34,39305,48.0
3238,The Do-Over,2016,5.7,22,38736,57.0
3239,20th Century Women,2016,7.3,83,38656,73.0
3240,Morgan,2016,5.8,48,38316,58.0
3241,Before I Wake,2016,6.2,68,37723,62.0
3242,American Honey,2016,7.0,79,36843,70.0
3243,Personal Shopper,2016,6.1,77,35473,61.0
3244,Meet the Blacks,2016,4.8,26,35470,48.0
3245,Bastille Day,2016,6.3,48,35029,63.0
3246,Brimstone,2016,7.1,45,35015,71.0
3247,Race,2016,7.1,56,33878,71.0
3248,The Choice,2016,6.6,26,33820,66.0
3249,Mother's Day,2016,5.7,18,31988,57.0
3250,Loving,2016,7.0,79,30721,70.0
3251,La tortue rouge,2016,7.5,86,29934,75.0
3252,13th,2016,8.3,83,29724,83.0
3253,The Void,2016,5.8,62,29576,58.0
3254,Better Watch Out,2016,6.5,67,28431,65.0
3255,Julieta,2016,7.1,73,28010,71.0
3256,My Big Fat Greek Wedding 2,2016,6.0,37,27750,60.0
3257,A Street Cat Named Bob,2016,7.4,54,26358,74.0
3258,Before the Flood,2016,8.3,63,25712,83.0
3259,The Bad Batch,2016,5.3,62,25379,53.0
3260,Mr. Church,2016,7.6,37,24995,76.0
3261,Cell,2016,4.3,38,24626,43.0
3262,Risen,2016,6.3,51,24590,63.0
3263,Bleed for This,2016,6.8,62,24407,68.0
3264,Logan,2017,8.1,77,626977,81.0
3265,Thor: Ragnarok,2017,7.9,74,563952,79.0
3266,Guardians of the Galaxy Vol. 2,2017,7.6,67,549653,76.0
3267,Star Wars: The Last Jedi,2017,7.0,84,547421,70.0
3268,Wonder Woman,2017,7.4,76,535452,74.0
3269,Dunkirk,2017,7.9,94,530209,79.0
3270,Spider-Man: Homecoming,2017,7.4,73,493647,74.0
3271,Get Out,2017,7.7,85,471803,77.0
3272,It,2017,7.3,69,442361,73.0
3273,Blade Runner 2049,2017,8.0,81,440452,80.0
3274,Baby Driver,2017,7.6,86,422109,76.0
3275,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,411227,82.0
3276,Justice League,2017,6.3,45,370437,63.0
3277,The Shape of Water,2017,7.3,87,357252,73.0
3278,Coco,2017,8.4,81,351860,84.0
3279,John Wick: Chapter 2,2017,7.5,75,351668,75.0
3280,Jumanji: Welcome to the Jungle,2017,6.9,58,308368,69.0
3281,Beauty and the Beast,2017,7.1,65,263684,71.0
3282,Kingsman: The Golden Circle,2017,6.7,44,262028,67.0
3283,Kong: Skull Island,2017,6.6,62,261866,66.0
3284,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,254424,66.0
3285,Alien: Covenant,2017,6.4,65,247982,64.0
3286,Lady Bird,2017,7.4,94,228434,74.0
3287,The Greatest Showman,2017,7.6,48,225975,76.0
3288,War for the Planet of the Apes,2017,7.4,82,221991,74.0
3289,Murder on the Orient Express,2017,6.5,52,202997,65.0
3290,Life,2017,6.6,54,202145,66.0
3291,The Fate of the Furious,2017,6.7,56,199253,67.0
3292,Call Me by Your Name,2017,7.9,93,199047,79.0
3293,Wind River,2017,7.7,73,195336,77.0
3294,Ghost in the Shell,2017,6.3,52,191451,63.0
3295,King Arthur: Legend of the Sword,2017,6.7,41,186957,67.0
3296,Mother!,2017,6.6,75,184456,66.0
3297,The Hitman's Bodyguard,2017,6.9,47,180951,69.0
3298,"I, Tonya",2017,7.5,77,173062,75.0
3299,Atomic Blonde,2017,6.7,63,170915,67.0
3300,The Mummy,2017,5.4,34,169063,54.0
3301,Darkest Hour,2017,7.4,75,165381,74.0
3302,Bright,2017,6.3,29,164513,63.0
3303,Valerian and the City of a Thousand Planets,2017,6.5,51,157424,65.0
3304,Baywatch,2017,5.5,37,156108,55.0
3305,American Made,2017,7.2,65,153236,72.0
3306,Wonder,2017,8.0,66,134272,80.0
3307,The Disaster Artist,2017,7.4,76,133354,74.0
3308,Molly's Game,2017,7.4,71,133333,74.0
3309,Transformers: The Last Knight,2017,5.2,27,132069,52.0
3310,The Post,2017,7.2,83,129902,72.0
3311,The LEGO Batman Movie,2017,7.3,75,128136,73.0
3312,Logan Lucky,2017,7.0,78,124250,70.0
3313,The Dark Tower,2017,5.6,34,123808,56.0
3314,The Big Sick,2017,7.5,86,117414,75.0
3315,The Killing of a Sacred Deer,2017,7.0,73,116205,70.0
3316,Happy Death Day,2017,6.6,58,110623,66.0
3317,T2 Trainspotting,2017,7.2,67,109795,72.0
3318,Despicable Me 3,2017,6.3,49,108681,63.0
3319,Annabelle: Creation,2017,6.5,62,108025,65.0
3320,Phantom Thread,2017,7.5,90,106112,75.0
3321,The Boss Baby,2017,6.3,50,105025,63.0
3322,Power Rangers,2017,5.9,44,99955,59.0
3323,What Happened to Monday,2017,6.9,47,99169,69.0
3324,Okja,2017,7.3,75,99153,73.0
3325,You Were Never Really Here,2017,6.8,84,97586,68.0
3326,The Foreigner,2017,7.0,55,96101,70.0
3327,Gifted,2017,7.6,60,95709,76.0
3328,Downsizing,2017,5.7,63,95434,57.0
3329,Geostorm,2017,5.3,21,90777,53.0
3330,The Florida Project,2017,7.6,92,89883,76.0
3331,Fifty Shades Darker,2017,4.6,33,89323,46.0
3332,Gerald's Game,2017,6.6,77,84012,66.0
3333,xXx: Return of Xander Cage,2017,5.2,42,83580,52.0
3334,The Death of Stalin,2017,7.2,88,81900,72.0
3335,The Circle,2017,5.3,43,81746,53.0
3336,It Comes at Night,2017,6.2,78,80864,62.0
3337,Good Time,2017,7.4,80,79805,74.0
3338,Going in Style,2017,6.6,50,74770,66.0
3339,Death Note,2017,4.5,43,73670,45.0
3340,The Ritual,2017,6.3,57,72078,63.0
3341,Cars 3,2017,6.7,59,71502,67.0
3342,All the Money in the World,2017,6.8,72,71181,68.0
3343,Shot Caller,2017,7.3,59,68686,73.0
3344,American Assassin,2017,6.2,45,67879,62.0
3345,Hostiles,2017,7.2,65,67077,72.0
3346,Jigsaw,2017,5.8,39,65981,58.0
3347,The Mountain Between Us,2017,6.4,48,64674,64.0
3348,A Dog's Purpose,2017,7.2,43,63436,72.0
3349,Daddy's Home 2,2017,6.0,30,59276,60.0
3350,Paddington 2,2017,7.8,88,57931,78.0
3351,A Ghost Story,2017,6.9,84,57899,69.0
3352,The Snowman,2017,5.1,23,56692,51.0
3353,Brawl in Cell Block 99,2017,7.1,79,56334,71.0
3354,Only the Brave,2017,7.6,72,55020,76.0
3355,The Emoji Movie,2017,3.3,12,53990,33.0
3356,Pitch Perfect 3,2017,5.8,40,53950,58.0
3357,The Square,2017,7.2,73,53106,72.0
3358,The Beguiled,2017,6.3,77,50115,63.0
3359,1922,2017,6.3,70,49687,63.0
3360,Papillon,2017,7.2,51,49152,72.0
3361,Battle of the Sexes,2017,6.7,73,48603,67.0
3362,Loving Vincent,2017,7.8,62,48336,78.0
3363,47 Meters Down,2017,5.6,52,47567,56.0
3364,The Space Between Us,2017,6.4,33,46704,64.0
3365,Ferdinand,2017,6.7,58,46349,67.0
3366,Detroit,2017,7.3,77,46304,73.0
3367,I Don't Feel at Home in This World Anymore.,2017,6.9,75,46071,69.0
3368,Rough Night,2017,5.2,51,45604,52.0
3369,First Reformed,2017,7.1,85,45189,71.0
3370,Before I Fall,2017,6.4,58,44575,64.0
3371,Jungle,2017,6.7,48,43823,67.0
3372,The Upside,2017,6.9,46,42741,69.0
3373,CHIPS,2017,6.0,28,41581,60.0
3374,Mudbound,2017,7.4,85,40565,74.0
3375,War Machine,2017,6.0,56,40423,60.0
3376,The Meyerowitz Stories (New and Selected),2017,6.9,79,40303,69.0
3377,Flatliners,2017,5.2,27,40185,52.0
3378,A Bad Moms Christmas,2017,5.6,42,40077,56.0
3379,The House,2017,5.6,30,39616,56.0
3380,Stronger,2017,6.9,76,39036,69.0
3381,Suburbicon,2017,5.7,42,39021,57.0
3382,Fist Fight,2017,5.6,37,38818,56.0
3383,To the Bone,2017,6.8,64,38568,68.0
3384,The Zookeeper's Wife,2017,7.0,57,37325,70.0
3385,Rings,2017,4.5,25,36897,45.0
3386,Icarus,2017,7.9,68,36833,79.0
3387,Cargo,2017,6.3,65,34511,63.0
3388,Ingrid Goes West,2017,6.6,71,34463,66.0
3389,Revenge,2017,6.3,81,34284,63.0
3390,Girls Trip,2017,6.2,71,33407,62.0
3391,The Wife,2017,7.2,77,33344,72.0
3392,Kidnap,2017,5.9,44,32869,59.0
3393,Snatched,2017,4.5,45,32544,45.0
3394,Thoroughbreds,2017,6.7,75,32506,67.0
3395,"Everything, Everything",2017,6.4,52,31555,64.0
3396,"Roman J. Israel, Esq.",2017,6.5,58,30972,65.0
3397,Victoria & Abdul,2017,6.8,58,30850,68.0
3398,The Endless,2017,6.5,80,30647,65.0
3399,Ghost Stories,2017,6.4,68,29585,64.0
3400,The Shack,2017,6.3,32,29483,63.0
3401,Sleepless,2017,5.6,34,29240,56.0
3402,The Discovery,2017,6.3,54,28527,63.0
3403,Nelyubov,2017,7.6,86,28415,76.0
3404,The Glass Castle,2017,7.1,56,28355,71.0
3405,Unlocked,2017,6.2,46,27997,62.0
3406,Aus dem Nichts,2017,7.1,65,27637,71.0
3407,Home Again,2017,5.8,41,27043,58.0
3408,Borg vs. McEnroe,2017,6.9,63,26592,69.0
3409,Table 19,2017,5.8,40,25493,58.0
3410,I Kill Giants,2017,6.1,74,25322,61.0
3411,Thelma,2017,7.0,74,25317,70.0
3412,Captain Underpants: The First Epic Movie,2017,6.2,69,24325,62.0
3413,Wonder Wheel,2017,6.2,45,24039,62.0
3414,The Ottoman Lieutenant,2017,6.6,26,24032,66.0
3415,Disobedience,2017,6.6,74,23994,66.0
3416,Goodbye Christopher Robin,2017,7.1,54,23856,71.0
3417,God's Own Country,2017,7.7,85,23294,77.0
3418,The Book of Henry,2017,6.6,31,23247,66.0
3419,The Wall,2017,6.2,57,23215,62.0
3420,Teströl és lélekröl,2017,7.6,77,22834,76.0
3421,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,7.7,77,22308,77.0
3422,Time Trap,2017,6.3,46,22269,63.0
3423,Professor Marston and the Wonder Women,2017,7.1,68,22162,71.0
3424,Marrowbone,2017,6.7,63,22000,67.0
3425,Last Flag Flying,2017,6.9,65,21862,69.0
3426,The Lego Ninjago Movie,2017,6.0,55,21755,60.0
3427,A Fantastic Woman,2017,7.2,86,21696,72.0
3428,Berlin Syndrome,2017,6.3,70,21443,63.0
3429,Aftermath,2017,5.6,44,21353,56.0
3430,Megan Leavey,2017,7.1,66,21159,71.0
3431,The Bye Bye Man,2017,4.2,37,21028,42.0
3432,All Eyez on Me,2017,5.8,38,20630,58.0
